"$defaultCurrency=NOK";;;;;;;;;
"insert PriceRow";"catalogVersion(catalog(id),version)";"currency(isocode)[default=$defaultCurrency]";"giveAwayPrice[allownull=true]";"minqtd[allownull=true]";"net[allownull=true]";"price[allownull=true]";"product(catalogVersion(catalog(id),version),code)";"unit(code)[allownull=true]";"unitFactor[allownull=true]"
;"apparelProductCatalog:Online";;"false";1;"false";227,5152;"apparelProductCatalog:Online:300147512";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";227,5152;"apparelProductCatalog:Online:300147513";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";227,5152;"apparelProductCatalog:Online:300067374";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";227,5152;"apparelProductCatalog:Online:300067375";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";227,5152;"apparelProductCatalog:Online:300067376";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";227,5152;"apparelProductCatalog:Online:300067377";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300423278";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300423279";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300423284";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300423285";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300423286";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300423281";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300423282";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300423287";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300423288";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";929,628;"apparelProductCatalog:Online:96990";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";929,628;"apparelProductCatalog:Online:300423385";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";929,628;"apparelProductCatalog:Online:300423381";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";929,628;"apparelProductCatalog:Online:300423382";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";929,628;"apparelProductCatalog:Online:300423386";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";929,628;"apparelProductCatalog:Online:300423387";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";929,628;"apparelProductCatalog:Online:300423388";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:7907";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:10176";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";237,708;"apparelProductCatalog:Online:74036";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";237,708;"apparelProductCatalog:Online:74036_red";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";36,828;"apparelProductCatalog:Online:5203";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";36,828;"apparelProductCatalog:Online:13105";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";36,828;"apparelProductCatalog:Online:13106";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";118,668;"apparelProductCatalog:Online:21618";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";371,628;"apparelProductCatalog:Online:102277";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";371,628;"apparelProductCatalog:Online:300568072";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";371,628;"apparelProductCatalog:Online:300453356";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";371,628;"apparelProductCatalog:Online:300453357";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";371,628;"apparelProductCatalog:Online:300552791";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";371,628;"apparelProductCatalog:Online:300453380";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";371,628;"apparelProductCatalog:Online:300453361";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";371,628;"apparelProductCatalog:Online:300453363";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";371,628;"apparelProductCatalog:Online:300453368";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";371,628;"apparelProductCatalog:Online:300453369";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";371,628;"apparelProductCatalog:Online:300453370";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";371,628;"apparelProductCatalog:Online:300453371";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";371,628;"apparelProductCatalog:Online:300453365";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";371,628;"apparelProductCatalog:Online:300453372";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";371,628;"apparelProductCatalog:Online:300453373";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";371,628;"apparelProductCatalog:Online:300453374";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";371,628;"apparelProductCatalog:Online:300453375";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";371,628;"apparelProductCatalog:Online:300453377";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";371,628;"apparelProductCatalog:Online:300453378";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";371,628;"apparelProductCatalog:Online:300453379";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";185,628;"apparelProductCatalog:Online:111160";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";185,628;"apparelProductCatalog:Online:300515779";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";185,628;"apparelProductCatalog:Online:300515780";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";2603,628;"apparelProductCatalog:Online:130663";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";2603,628;"apparelProductCatalog:Online:300659388";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";148,428;"apparelProductCatalog:Online:117211";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";148,428;"apparelProductCatalog:Online:300564391";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";148,428;"apparelProductCatalog:Online:300564392";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";148,428;"apparelProductCatalog:Online:300564394";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";594,828;"apparelProductCatalog:Online:103410";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";594,828;"apparelProductCatalog:Online:300460184";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";594,828;"apparelProductCatalog:Online:300460185";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";594,828;"apparelProductCatalog:Online:300460187";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";929,628;"apparelProductCatalog:Online:100191";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";929,628;"apparelProductCatalog:Online:300441354";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";929,628;"apparelProductCatalog:Online:300441355";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";929,628;"apparelProductCatalog:Online:300441357";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";929,628;"apparelProductCatalog:Online:300441358";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";929,628;"apparelProductCatalog:Online:300441359";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";929,628;"apparelProductCatalog:Online:300441360";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";929,628;"apparelProductCatalog:Online:300441361";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";929,628;"apparelProductCatalog:Online:300441362";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";929,628;"apparelProductCatalog:Online:300441363";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1041,228;"apparelProductCatalog:Online:94474";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1041,228;"apparelProductCatalog:Online:300399588";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1041,228;"apparelProductCatalog:Online:300399589";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1041,228;"apparelProductCatalog:Online:300399590";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1041,228;"apparelProductCatalog:Online:300399596";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1041,228;"apparelProductCatalog:Online:300399600";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1041,228;"apparelProductCatalog:Online:300399601";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1041,228;"apparelProductCatalog:Online:300399602";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1041,228;"apparelProductCatalog:Online:300399603";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1190,028;"apparelProductCatalog:Online:95385";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1190,028;"apparelProductCatalog:Online:300410962";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1190,028;"apparelProductCatalog:Online:300410966";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1190,028;"apparelProductCatalog:Online:300410974";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1190,028;"apparelProductCatalog:Online:300410976";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1190,028;"apparelProductCatalog:Online:300410977";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1190,028;"apparelProductCatalog:Online:300410980";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";669,228;"apparelProductCatalog:Online:97602";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";669,228;"apparelProductCatalog:Online:300427202";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";669,228;"apparelProductCatalog:Online:300427203";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";669,228;"apparelProductCatalog:Online:300427204";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";669,228;"apparelProductCatalog:Online:300427205";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:94462";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300399418";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300399419";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300399420";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300399421";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300405673";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300399428";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300399429";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";4463,628;"apparelProductCatalog:Online:132871";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";4463,628;"apparelProductCatalog:Online:300678847";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";4463,628;"apparelProductCatalog:Online:300678848";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";4463,628;"apparelProductCatalog:Online:300678849";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";4463,628;"apparelProductCatalog:Online:300678850";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";4463,628;"apparelProductCatalog:Online:300678851";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";4463,628;"apparelProductCatalog:Online:300678852";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";4463,628;"apparelProductCatalog:Online:300678853";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";4463,628;"apparelProductCatalog:Online:300678854";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";4463,628;"apparelProductCatalog:Online:300678855";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";4463,628;"apparelProductCatalog:Online:300678856";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:96977";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";118,668;"apparelProductCatalog:Online:21618_-";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";44,268;"apparelProductCatalog:Online:135304";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";44,268;"apparelProductCatalog:Online:135304_neutral";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";760,6656;"apparelProductCatalog:Online:300047436";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";724,4328;"apparelProductCatalog:Online:300310070";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";362,0304;"apparelProductCatalog:Online:300310086";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";434,496;"apparelProductCatalog:Online:300310163";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";227,5152;"apparelProductCatalog:Online:300310180";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";289,5648;"apparelProductCatalog:Online:300310300";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";434,496;"apparelProductCatalog:Online:35099";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";434,496;"apparelProductCatalog:Online:35100";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";434,496;"apparelProductCatalog:Online:35101";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";434,496;"apparelProductCatalog:Online:35102";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";434,496;"apparelProductCatalog:Online:35104";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";434,496;"apparelProductCatalog:Online:35105";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";434,496;"apparelProductCatalog:Online:35106";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";434,496;"apparelProductCatalog:Online:35135";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";434,496;"apparelProductCatalog:Online:300026679";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";434,496;"apparelProductCatalog:Online:300026680";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";434,496;"apparelProductCatalog:Online:300026681";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";434,496;"apparelProductCatalog:Online:300026682";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";434,496;"apparelProductCatalog:Online:300026684";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";434,496;"apparelProductCatalog:Online:300026685";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";434,496;"apparelProductCatalog:Online:300026686";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";434,496;"apparelProductCatalog:Online:300026687";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";434,496;"apparelProductCatalog:Online:300026688";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";434,496;"apparelProductCatalog:Online:300026689";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";434,496;"apparelProductCatalog:Online:300026690";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";434,496;"apparelProductCatalog:Online:300026691";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";434,496;"apparelProductCatalog:Online:300068437";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";398,2632;"apparelProductCatalog:Online:300050252";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";398,2632;"apparelProductCatalog:Online:300050253";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";398,2632;"apparelProductCatalog:Online:300050254";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";398,2632;"apparelProductCatalog:Online:300050255";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";398,2632;"apparelProductCatalog:Online:300050256";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";398,2632;"apparelProductCatalog:Online:300050257";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";398,2632;"apparelProductCatalog:Online:300050258";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";398,2632;"apparelProductCatalog:Online:300065500";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";398,2632;"apparelProductCatalog:Online:300065501";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";398,2632;"apparelProductCatalog:Online:300150177";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";227,5152;"apparelProductCatalog:Online:300147490";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";227,5152;"apparelProductCatalog:Online:300147493";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";227,5152;"apparelProductCatalog:Online:300147503";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";227,5152;"apparelProductCatalog:Online:300147505";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1079,544;"apparelProductCatalog:Online:300020465";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1079,544;"apparelProductCatalog:Online:300020466";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";506,9616;"apparelProductCatalog:Online:300026672";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";506,9616;"apparelProductCatalog:Online:300026673";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";506,9616;"apparelProductCatalog:Online:300026674";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";506,9616;"apparelProductCatalog:Online:300026675";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";506,9616;"apparelProductCatalog:Online:300026676";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";506,9616;"apparelProductCatalog:Online:300026677";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";506,9616;"apparelProductCatalog:Online:300026678";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";506,9616;"apparelProductCatalog:Online:300036392";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";506,9616;"apparelProductCatalog:Online:300036393";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";506,9616;"apparelProductCatalog:Online:300036394";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";506,9616;"apparelProductCatalog:Online:300062466";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";506,9616;"apparelProductCatalog:Online:300076932";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";506,9616;"apparelProductCatalog:Online:300076933";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";506,9616;"apparelProductCatalog:Online:300076934";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";506,9616;"apparelProductCatalog:Online:300076935";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300428255";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300428256";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300428250";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300428251";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300428252";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300428253";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300460373";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300460374";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300460375";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:94489";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300399834";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300399821";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300399822";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300399823";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300399824";"pieces";1
